Date,Station,Code,Max_Temp_C,Max_Depart,Min_Temp_C,Min_Depart,Humidity_%,Lat,Lon
2024-01-05,Pune-Lohegaon Airport,43064.0,30.5,2.0,15.7,5.0,27.0,18.5833,73.9167
2024-01-05,Pune-Pashan,43067.0,28.0,-1.0,14.7,4.0,42.0,18.5333,73.85
2024-01-05,Jeur,43071.0,30.5,0.0,17.5,5.0,0.0,18.2667,75.1667
2024-01-05,Osmanabad,43075.0,,,17.0,3.0,,18.1667,76.05
2024-01-05,Udgir,43076.0,30.7,,16.7,,62.0,18.4,77.1167
2024-01-05,Nizamabad,43081.0,30.2,0.0,18.9,4.0,55.0,18.6667,78.1
2024-01-05,"Medak

",43083.0,29.0,-1.0,14.8,1.0,74.0,18.05,78.2667
2024-01-05,Ramagundam,43086.0,30.4,1.0,17.8,4.0,33.0,18.7667,79.4333
2024-01-05,Hanamkonda,43087.0,29.5,0.0,17.0,1.0,45.0,18.0167,79.5667
2024-01-05,Malkangiri,43091.0,29.9,0.0,17.5,0.0,67.0,18.3833,80.9667
2024-01-05,Koraput,43097.0,27.8,1.0,8.2,-4.0,57.0,18.8167,82.7167
2024-01-05,Paralakhemundi,43102.0,30.2,0.0,17.0,0.0,84.0,18.7667,84.0833
2024-01-05,Kalingapatnam,43105.0,26.1,-1.0,15.7,-1.0,70.0,18.3333,84.1333
2024-01-05,Harnai,43109.0,28.4,-1.0,20.6,-1.0,78.0,17.8167,73.1
2024-01-05,Ratnagiri,43110.0,33.1,2.0,20.2,1.0,62.0,16.9833,73.3333
2024-01-05,Mahabaleshwar,43111.0,26.1,1.0,15.3,3.0,57.0,17.9333,73.6667
2024-01-05,Satara,43113.0,30.2,1.0,17.2,5.0,44.0,17.7,74.0167
2024-01-05,Sholapur,43117.0,32.1,2.0,19.3,4.0,51.0,17.6667,75.9
2024-01-05,Kalaburgi,43121.0,31.7,1.0,18.7,3.0,42.0,17.35,76.85
2024-01-05,Bidar,43125.0,,,15.6,1.0,,17.9167,77.5333
2024-01-05,Hyderabad,43128.0,28.6,0.0,18.1,3.0,55.0,17.3833,78.4833
2024-01-05,"Nalgonda

",43133.0,29.5,-1.0,17.0,0.0,53.0,17.05,79.2667
2024-01-05,"Bhadrachalam

",43136.0,30.2,1.0,19.0,2.0,55.0,17.6667,80.8833
2024-01-05,"Khammam

",43137.0,31.4,3.0,19.0,2.0,56.0,17.25,80.15
2024-01-05,Tuni,43147.0,30.0,1.0,18.9,0.0,65.0,17.35,82.55
2024-01-05,Visakhapatnam,43150.0,27.5,0.0,20.7,0.0,71.0,17.6833,83.3
2024-01-05,Kolhapur,43157.0,29.1,0.0,19.9,5.0,53.0,16.7,74.2333
2024-01-05,Sangli,43158.0,29.4,-1.0,20.2,6.0,62.0,16.85,74.6
2024-01-05,Vijayapura,43161.0,,,15.4,1.0,,16.8167,75.7167
2024-01-05,"Mahabubnagar

",43168.0,30.0,-1.0,19.2,2.0,45.0,16.75,78.0
2024-01-05,Raichur,43169.0,,,19.6,3.0,,16.2,77.35
2024-01-05,Amaravati-AP,43176.0,30.5,,20.2,,55.0,16.5,80.5
2024-01-05,Amaravati-Gannavaram,43181.0,29.3,0.0,19.8,2.0,56.0,16.5167,80.7833
2024-01-05,Machilipatnam,43185.0,30.4,2.0,21.2,2.0,74.0,16.1833,81.1333
2024-01-05,Narasapur,43187.0,29.8,2.0,20.2,1.0,55.0,16.4333,81.6833
2024-01-05,Kakinada,43189.0,28.3,0.0,19.4,0.0,70.0,16.95,82.2333
2024-01-05,Panjim,43192.0,32.5,0.0,23.8,3.0,71.0,15.4833,73.8167
2024-01-05,Vengurla,43193.0,,,,,,15.8667,73.6333
2024-01-05,Belagavi,43198.0,29.4,1.0,17.6,4.0,48.0,15.85,74.6167
2024-01-05,Dharwad,43200.0,,,16.0,2.0,,15.45,75.0
2024-01-05,Gadag,43201.0,30.0,1.0,16.5,1.0,50.0,15.4167,75.6333
2024-01-05,Kurnool,43213.0,31.2,1.0,19.3,2.0,49.0,15.8333,78.0667
2024-01-05,Bapatla,43220.0,29.0,0.0,19.7,3.0,67.0,15.9,80.4667
2024-01-05,Ongole,43221.0,29.7,0.0,22.3,3.0,60.0,15.5667,80.05
2024-01-05,Karwar,43225.0,31.2,-2.0,22.9,4.0,70.0,14.7833,74.1333
2024-01-05,Honnavar,43226.0,,,20.8,1.0,,14.2833,74.45
2024-01-05,Chitradurga,43233.0,25.4,-3.0,16.7,0.0,72.0,14.2333,76.4333
2024-01-05,Anantapur,43237.0,28.3,-2.0,21.9,5.0,51.0,14.6833,77.6167
2024-01-05,Cuddappah,43241.0,30.6,0.0,21.6,3.0,64.0,14.4833,78.8333
2024-01-05,Kavali,43243.0,29.1,0.0,22.9,3.0,62.0,14.9,80.0
2024-01-05,Nellore,43245.0,29.3,0.0,23.2,3.0,70.0,14.45,79.9833
2024-01-05,Hassan,43263.0,28.8,1.0,12.4,-1.0,80.0,13.0,76.15
2024-01-05,Agati,43266.0,29.3,-2.0,24.2,-2.0,78.0,10.85,72.4667
2024-01-05,Tirupathi,43275.0,29.9,1.0,23.0,4.0,83.0,13.6667,79.5833
2024-01-05,Chennai-Nungambakkam,43278.0,30.2,1.0,23.6,2.0,98.0,13.0667,80.25
2024-01-05,Chennai- Meenambakkam,43279.0,30.2,1.0,22.5,2.0,93.0,13.0,80.1833
2024-01-05,Mangaluru,43284.0,26.0,-7.0,23.0,2.0,82.0,12.9167,74.8833
2024-01-05,Madikeri,43287.0,,,18.6,2.0,,12.4167,75.7333
2024-01-05,Mandya,43289.0,28.0,-1.0,19.5,3.0,83.0,12.5167,76.9
2024-01-05,Mysuru,43291.0,,,19.5,4.0,,12.2833,76.6333
2024-01-05,Bengaluru-City,43295.0,29.2,2.0,18.9,3.0,60.0,12.9667,77.5833
2024-01-05,Bengaluru-HAL Airport,43296.0,29.3,-1.0,17.4,2.0,50.0,12.95,77.6333
2024-01-05,Dharmapuri,43301.0,28.2,0.0,21.2,3.0,60.0,12.1333,78.0333
2024-01-05,Vellore,43303.0,29.7,1.0,22.9,5.0,69.0,12.9167,79.15
2024-01-05,Maya Bandar,43309.0,29.2,0.0,26.0,3.0,75.0,12.9167,92.9
2024-01-05,Amini Divi,43311.0,28.4,-3.0,23.2,0.0,98.0,11.1167,72.7333
2024-01-05,kozhikode,43314.0,31.4,-2.0,23.0,0.0,83.0,11.25,75.7833
2024-01-05,Kannur,43315.0,28.2,-4.0,23.4,2.0,89.0,11.9167,75.3667
2024-01-05,Coonoor,43318.0,17.3,-3.0,15.3,6.0,100.0,11.35,76.8
2024-01-05,Coimbatore,43321.0,28.2,-2.0,21.3,2.0,74.0,11.0333,77.05
2024-01-05,Salem,43325.0,31.1,0.0,22.7,3.0,61.0,11.65,78.1667
2024-01-05,Pondicherry,43328.0,29.7,,24.0,,,11.9167,79.8333
2024-01-05,Port Blair,43333.0,31.5,2.0,26.7,3.0,81.0,11.6667,92.7167
2024-01-05,Kavarati,43337.0,,,,,,10.5333,72.6167
2024-01-05,Kodaikanal,43339.0,15.2,-3.0,12.2,4.0,100.0,10.2333,77.4667
2024-01-05,Yercaud,43340.0,22.0,,12.0,,90.0,11.8,78.2167
2024-01-05,Tiruchirapalli,43344.0,30.5,1.0,23.6,3.0,76.0,10.7667,78.7167
2024-01-05,Karaikal,43346.0,29.3,1.0,24.4,2.0,83.0,10.9167,79.8333
2024-01-05,Nagapattinam,43347.0,30.0,1.0,24.5,2.0,83.0,10.7667,79.85
2024-01-05,Alappuzha,43352.0,33.3,1.0,24.0,2.0,73.0,9.55,76.4167
2024-01-05,Kochi,43353.0,,,24.2,1.0,,9.95,76.2667
2024-01-05,Punalur,43354.0,35.4,2.0,21.0,0.0,82.0,9.0,76.9167
2024-01-05,Kottayam,43355.0,34.0,1.0,22.6,1.0,66.0,9.5333,76.6
2024-01-05,Madurai,43360.0,32.2,2.0,23.1,2.0,62.0,9.8333,78.0833
2024-01-05,Tondi,43361.0,33.6,4.0,24.0,2.0,75.0,9.7333,79.0333
2024-01-05,Pamban,43363.0,31.0,2.0,26.4,2.0,78.0,9.2667,79.3
2024-01-05,Carnicobar,43367.0,,,,,80.0,9.15,92.75
2024-01-05,Minicoy,43369.0,29.2,-2.0,24.4,0.0,98.0,8.3,73.0
2024-01-05,Thiruvananthapuram-City,43371.0,35.4,3.0,25.2,3.0,64.0,8.4833,76.95
2024-01-05,Thiruvananthapuram- Airport,43372.0,32.8,1.0,25.0,2.0,72.0,8.4667,76.95
2024-01-05,Palayankottai,43376.0,30.0,-1.0,23.6,1.0,79.0,8.7333,77.75
2024-01-05,Kanyakumari,43377.0,32.7,2.0,25.4,2.0,66.0,8.0833,77.5
2024-01-05,Nancowrie,43382.0,30.6,0.0,27.0,3.0,86.0,7.9833,93.55
2024-01-05,Madhubani,50001.0,,,,,,26.3333,86.0667
2024-01-05,Nalanda,50002.0,,,,,,25.1167,85.45
2024-01-05,Aurangabad,50003.0,,,14.4,,,24.75,84.3667
2024-01-05,Rajgir,50004.0,,,,,,25.0167,85.4
2024-01-05,Mirpur,88803.0,,,1.9,,,33.2,73.7833
2024-01-05,Kasauli,88814.0,,,,,,30.9,76.95
2024-01-05,Spiti Valley,88815.0,,,,,,32.2333,78.0333
2024-01-05,Badami,88820.0,,,16.6,2.0,,15.9167,75.6667
2024-01-05,Gokarna,88821.0,34.1,1.0,22.9,3.0,81.0,14.5333,74.3167
2024-01-05,Hampi,88822.0,29.3,0.0,19.1,3.0,44.0,15.3333,76.45
2024-01-05,Bishnupur,88823.0,25.7,1.0,12.5,1.0,69.0,23.0667,87.3167
2024-01-05,Sunderban,88824.0,25.5,1.0,14.5,0.0,78.0,21.9333,89.1833
2024-01-05,Kaziranga,88825.0,,,,,,26.5667,93.1667
2024-01-05,Nagaon,88826.0,,,,,,26.3333,92.6833
2024-01-05,Nalbari,88827.0,28.1,,13.2,,91.0,26.4333,91.4333
2024-01-05,Lunglei,88828.0,,,,,,22.8667,92.75
2024-01-05,Kausani,88829.0,,,,,,29.85,79.6
2024-01-05,Lansdowne,88831.0,,,,,,29.85,78.6833
2024-01-05,Kargil,88832.0,4.0,,-8.5,,12.0,34.55,76.1333
2024-01-05,Nuapada,88833.0,28.4,0.0,13.0,0.0,57.0,20.8,82.5333
2024-01-05,khordha,88834.0,28.0,0.0,16.0,0.0,68.0,20.1833,85.6167
2024-01-05,Barkot,90003.0,,,,,,30.8,78.2
2024-01-05,Rishikesh,90014.0,,,,,,30.0833,78.2667
2024-01-05,Rudraprayag,90015.0,,,6.5,,,30.2833,78.9667
2024-01-05,Srinagar Uttrakhand,90017.0,,,,,,30.2167,78.7833
2024-01-05,Ukhimath,90018.0,,,,,,30.5,79.0833
2024-01-05,Anantnag,90020.0,,,-3.8,,,33.7167,75.1333
2024-01-05,Udhampur,90027.0,,,1.9,,,32.9,75.1333
2024-01-05,Kumarakom,90059.0,34.4,,24.3,,86.0,9.6167,76.4167
2024-01-05,Munnar,90060.0,,,,,,10.0833,77.05
2024-01-05,Vellanikara,90061.0,32.4,0.0,23.3,2.0,62.0,10.5333,76.2667
2024-01-05,Chikkamagaluru,90081.0,,,,,,,
2024-01-05,Kodagu,90082.0,,,,,,,
2024-01-05,Travancore,90083.0,,,,,,,
2024-01-05,Nilgiris,90085.0,,,,,,,
2024-01-05,Shevaroy,90086.0,,,,,,,
2024-01-05,Anaamalais,90087.0,,,,,,,
2024-01-05,Alluri Sitharamaraju,90088.0,,,,,,,
2024-01-05,Pusa,90141.0,12.5,-7.0,11.9,5.0,,28.6333,77.1667
2024-01-05,Jafarpur,90142.0,10.5,11.0,10.1,3.0,99.0,28.6167,77.1333
2024-01-05,Mungeshpur,90143.0,,,,,,28.8167,76.9667
2024-01-05,Najafgarh,90144.0,,,,,,28.6,77.0
2024-01-05,Pitampura,90145.0,12.6,-7.0,12.1,5.0,,28.6833,77.1333
2024-01-05,Salwan Public School,90146.0,12.5,-7.0,11.0,4.0,,28.6333,77.1833
2024-01-05,Khushinagar,90188.0,-0.1,,,,92.0,26.7333,83.8833
2024-01-05,JAJPUR,93252.0,27.5,0.0,15.8,0.0,78.0,20.85,86.3167
2024-01-05,DEOGARH,93255.0,25.2,0.0,15.2,0.0,82.0,21.5333,84.7167
2024-01-05,BARGARH,93256.0,26.0,0.0,15.5,0.0,74.0,21.3333,83.6333
2024-01-05,NABARANGPUR,93258.0,29.0,0.0,13.2,0.0,61.0,19.2833,82.5667
2024-01-05,JAGATSINGHPUR,93260.0,27.0,0.0,14.8,0.0,76.0,20.2667,86.1667
2024-01-05,KENDRAPARA,93261.0,26.4,0.0,14.6,0.0,78.0,20.5167,86.3667
2024-01-05,KALAVACHARLA,99362.0,,,16.5,,,17.1167,81.9
2024-01-05,VENKATARAMANNAGUDEM,99363.0,,,17.9,,,16.8667,81.45
2024-01-05,BANAVASI,99364.0,,,18.2,,,14.5167,75.0
2024-01-05,NELLORE_KVK,99365.0,,,23.1,,,14.4333,79.9833
2024-01-05,GARIKAPADU,99366.0,,,18.9,,,16.3333,79.7
2024-01-05,VIZIANAGARAM,99367.0,,,13.1,,,18.1,83.3833
2024-01-05,DARSI,99368.0,,,21.2,,,15.7667,79.6667
2024-01-05,AMADALAVALASA,99369.0,,,14.8,,,18.4,83.9
2024-01-05,UTKURU,99370.0,,,21.5,,,16.5667,80.2
2024-01-05,NAMSAI,99371.0,,,7.2,,,27.6667,95.85
2024-01-05,KARSINGSA,99372.0,,,10.8,,,27.1333,93.6
2024-01-05,TAWANG CHAMGBU,99373.0,,,-1.6,,,27.6167,91.75
2024-01-05,BAKSA,99374.0,,,10.7,,,26.6833,91.5833
2024-01-05,BARPETA KVK,99375.0,,,,,,26.4333,90.9667
2024-01-05,CACHER,99376.0,,,14.1,,,25.3333,93.0167
2024-01-05,MANGALDOI,99377.0,,,12.3,,,26.4333,92.0167
2024-01-05,DHUBRI KVK,99378.0,,,12.2,,,26.0167,89.9667
2024-01-05,DUDHNOI,99379.0,,,12.5,,,25.9833,90.7833
2024-01-05,HAILAKANDI,99380.0,,,16.3,,,24.6667,92.55
2024-01-05,UDI,99381.0,,,9.6,,,26.1333,91.7167
2024-01-05,ARARIA,99382.0,,,10.0,,,26.1167,87.45
2024-01-05,AURANGABAD BH KVK,99383.0,,,14.4,,,24.75,84.3667
2024-01-05,BANKA,99384.0,,,8.9,,,24.8833,86.9167
2024-01-05,BEGUSARAI,99385.0,,,10.4,,,25.4167,86.1167
2024-01-05,AGRICULTURE UNIVERSITY,99386.0,,,8.0,,,26.65,84.9
2024-01-05,EAST CHAMPARAN,99387.0,,,10.5,,,26.6,84.85
2024-01-05,JAMUI,99388.0,,,10.2,,,24.9167,86.2167
2024-01-05,KATIHAR,99389.0,,,11.2,,,25.55,87.55
2024-01-05,KHAGARIA,99390.0,,,10.9,,,25.5,86.4667
2024-01-05,SARAIYA,99391.0,,,12.4,,,26.15,85.0333
2024-01-05,NAWADA,99392.0,,,11.9,,,24.8833,85.5333
2024-01-05,PURNEA KVK,99393.0,22.7,0.0,9.9,,82.0,25.7667,87.4667
2024-01-05,SHEIKPURA,99394.0,,,11.2,,,25.1333,85.85
2024-01-05,SITAMARHI KVK,99395.0,,,9.2,,,26.5833,85.5
2024-01-05,BIJAPUR,99396.0,,,,,,16.8167,75.7
2024-01-05,DANTEWADA,99397.0,29.3,,14.2,,83.0,18.8833,81.3333
2024-01-05,DUMARBAHAR,99398.0,26.6,,12.8,,57.0,22.6,83.6667
2024-01-05,KANKER,99399.0,27.9,,13.2,,53.0,20.2667,81.4833
2024-01-05,LAKHANPUR,99400.0,27.1,,14.9,,,22.9667,83.0333
2024-01-05,KORIYA,99401.0,25.9,,14.5,,57.0,23.3833,82.3833
2024-01-05,MAHASAMUND,99402.0,,,,,,21.1,82.0833
2024-01-05,NARAYANPUR,99403.0,27.0,,12.2,,68.0,19.7167,81.2333
2024-01-05,RAJNANDAGAON KVK,99404.0,27.7,,15.4,,52.0,21.0833,81.0333
2024-01-05,BILASPUR KVK,99423.0,,,,,,31.3333,76.75
2024-01-05,CHAMBA SARU FARM,99424.0,,,3.0,0.0,,32.6,76.0833
2024-01-05,SUNDERNAGAR KVK,99425.0,,,0.5,,,31.5167,76.8833
2024-01-05,SIRMOUR DHULAKUAN,99426.0,,,5.7,,,30.45,77.4667
2024-01-05,BOKARO KVK,99431.0,,,13.3,,,23.6667,86.15
2024-01-05,CHATRA,99432.0,,,11.6,,,24.2,84.8667
2024-01-05,SUJANI,99433.0,,,11.5,,,24.5167,86.7
2024-01-05,GARHWA KVK,99434.0,,,12.8,,,24.15,83.7833
2024-01-05,GIRIDIH BENGABAD,99435.0,,,12.0,,,24.2833,86.35
2024-01-05,GODDA,99436.0,,,10.3,,,24.8167,87.2
2024-01-05,GUMLA BISHNUPUR,99437.0,,,12.7,,,23.3667,84.3667
2024-01-05,HAZARIBAG KVK,99438.0,,,12.3,,,23.9833,85.35
2024-01-05,DIYAKEL KHUNTI,99439.0,,,12.9,,,23.0667,85.2667
2024-01-05,LATEHAR BALUMATH,99440.0,,,13.4,,,23.8167,84.7833
2024-01-05,LOHARDAGA KVK,99441.0,,,12.1,,,23.4333,84.6833
2024-01-05,PAKUR KVK,99442.0,,,10.5,,,24.6333,87.85
2024-01-05,PALAMU DALTONGUNJ,99443.0,,,13.1,,,24.0333,84.0667
2024-01-05,RAMGARH KVK,99444.0,,,12.6,,,23.6333,85.5
2024-01-05,SAHIBGANJ KVK,99445.0,,,9.1,,,25.2333,87.6333
2024-01-05,BANO SIMDEGA,99446.0,,,13.1,,,22.6167,84.5167
2024-01-05,JAGANNATHPUR BAU,99447.0,,,11.1,,,23.3,85.3
2024-01-05,BAGALKOT,99448.0,,,16.6,2.0,,16.1667,75.6833
2024-01-05,HARDANHALLY,99450.0,,,,,,12.5667,76.2
2024-01-05,MUDIGERE,99451.0,,,,,,13.1333,75.6667
2024-01-05,HANUMAN MATTI,99452.0,,,,,,14.65,75.55
2024-01-05,GONIKOPPAL,99453.0,,,,,,12.1833,75.9167
2024-01-05,TAMAKA,99454.0,,,,,,13.1167,78.1667
2024-01-05,GANGAVATHI,99455.0,,,,,,15.4167,76.5167
2024-01-05,MANDYA KVK,99456.0,,,,,,12.5167,76.8833
2024-01-05,CHANDURAYANGHALLI,99457.0,,,,,,12.9667,77.1833
2024-01-05,KONEHALLI,99458.0,,,,,,13.2667,76.35
2024-01-05,KAWADIMATTI,99459.0,,,,,,16.5167,76.75
2024-01-05,KOTTARAKKARA,99460.0,35.1,,24.0,,63.0,9.0,76.7667
2024-01-05,THAVANUR,99461.0,32.3,,23.5,,85.0,10.8167,75.95
2024-01-05,PATTAMBI,99462.0,33.1,,22.8,,77.0,10.8,76.1833
2024-01-05,KAVARATTI KVK,99463.0,29.7,,24.7,,88.0,10.55,72.6333
2024-01-05,AURANGABAD MH KVK,99478.0,,,16.6,,,19.8667,75.3333
2024-01-05,NANDURBAR KVK,99483.0,,,,,,21.7333,74.1167
2024-01-05,TULGA,99484.0,,,17.9,,,18.0167,76.0833
2024-01-05,PALGHAR,99485.0,,,18.1,,,19.6833,72.7667
2024-01-05,MOHOL,99486.0,,,15.7,,,17.8,75.6333
2024-01-05,CHANDEL,99488.0,,,,,,24.3167,94.0
2024-01-05,TURA,99489.0,,,,,,25.5,90.2
2024-01-05,NONGSTOIN,99490.0,,,6.5,,,25.5167,91.25
2024-01-05,LENGPUI KVK,99491.0,,,14.6,,,23.8167,92.6167
2024-01-05,MOKOKCHUNG KVK,99492.0,,,9.4,,,26.3167,94.5
2024-01-05,ZUNHEBOTO KVK,99493.0,,,7.8,,,26.0,94.5167
2024-01-05,PUDUCHERRY KVK,99504.0,29.8,,22.6,,83.0,11.9333,79.8
2024-01-05,ANTA BARAN,99510.0,,,9.7,,,25.15,76.2833
2024-01-05,CHITTORGARH KVK,99511.0,,,,,,24.8667,74.6167
2024-01-05,DHOLPUR KVK,99512.0,,,9.7,,,26.6833,77.8833
2024-01-05,DUNGARPUR KVK,99513.0,,,11.0,,,23.8333,73.7
2024-01-05,HANUMANGARH KVK,99514.0,,,5.6,,,29.5667,74.3167
2024-01-05,JAISALMER KVK,99515.0,,,5.5,-3.0,,26.9,70.9
2024-01-05,JALORE KVK,99516.0,,,6.4,,,25.3333,72.6167
2024-01-05,KARAULI,99517.0,,,9.2,,,26.4833,77.0
2024-01-05,SIROHI,99518.0,,,5.7,,,24.8833,72.85
2024-01-05,VIRDHACHALAM,99521.0,29.0,,23.7,,99.0,11.5,79.3167
2024-01-05,PAPPARAPATTY,99522.0,28.2,,22.6,,59.0,12.2,78.05
2024-01-05,KATTAPAKKAM,99523.0,,,,,,13.0333,80.1167
2024-01-05,VAMBAN,99524.0,30.1,,23.5,,77.0,10.3667,78.9167
2024-01-05,RAMNADU,99525.0,29.6,,25.5,,0.0,9.35,78.8333
2024-01-05,SANDHIYUR,99526.0,30.2,,23.0,,65.0,11.55,78.1333
2024-01-05,SIRUGAMANI,99527.0,30.7,,24.1,,80.0,10.8833,78.5333
2024-01-05,TIRUR,99528.0,30.1,,23.9,,,10.9167,75.9167
2024-01-05,VIRINJIPURAM,99529.0,30.0,,22.7,,72.0,12.9167,79.0167
2024-01-05,ARUPPUKOTTAI,99530.0,30.9,,22.8,,69.0,9.5,78.1
2024-01-05,AGARTALA KVK,99535.0,,,,,,23.8167,91.2833
2024-01-05,MATELA,99536.0,,,-3.2,,,29.7833,79.1833
2024-01-05,NAINITAL JEOLIKOT,99537.0,,,5.3,,,29.3333,79.4833
2024-01-05,PITHORAGARH KVK,99538.0,,,5.0,,,29.5667,80.2167
2024-01-05,AZAMGARH,99539.0,21.5,,,,100.0,26.0667,83.1833
2024-01-05,BAGHPAT,99540.0,,,,,,28.9333,77.2167
2024-01-05,MOTIPUR HARHWA,99541.0,23.4,,11.7,,,27.5333,82.65
2024-01-05,BHADOHI,99542.0,19.1,,14.7,,,25.3667,82.5667
2024-01-05,BULANDSHAHAR KVK,99543.0,14.6,,,,100.0,28.4,77.8333
2024-01-05,CHANDAULI KVK,99544.0,19.6,,14.8,,100.0,25.25,83.25
2024-01-05,CHITRAKOOT KVK,99545.0,17.5,,15.7,,95.0,25.1667,80.85
2024-01-05,FATEHPUR KVK,99546.0,17.4,,14.5,,89.0,25.9167,80.7833
2024-01-05,GHAZIPUR,99547.0,22.7,,14.7,,87.0,25.5833,83.5667
2024-01-05,GORAKHPUR KVK,99548.0,,,10.1,,,26.75,83.3667
2024-01-05,JAUNPUR KVK,99549.0,20.5,,12.7,,100.0,25.7333,82.6833
2024-01-05,KANNAUJ ANAUGHI,99550.0,16.8,,12.4,,100.0,27.05,79.7667
2024-01-05,KUSHINAGAR KVK,99551.0,22.9,,9.9,,100.0,26.7333,83.8833
2024-01-05,MAINPURI KVK,99552.0,17.5,,12.4,,,27.2167,79.0167
2024-01-05,NIYAMATPUR,99553.0,14.1,,12.4,,100.0,23.7167,86.8667
2024-01-05,MOHANA,99554.0,21.9,,12.6,,81.0,27.2833,82.6333
2024-01-05,TISSUHI,99555.0,22.3,,14.9,,92.0,24.9167,82.7
2024-01-05,SANTINIKETAN BOLPUR,99556.0,,,,,,23.6667,87.6833
2024-01-05,RAMSHAI,99557.0,25.7,,9.1,,79.0,26.7167,88.85
2024-01-05,RATUA,99558.0,23.1,,8.9,,,25.1833,87.9167
2024-01-05,MURSHIDABAD,99559.0,24.9,,,,,24.1667,88.2667
2024-01-05,ASHOKNAGAR,99560.0,25.0,,12.6,,,22.4667,88.3333
2024-01-05,PURULIA,99561.0,25.3,2.0,11.1,-1.0,58.0,23.3167,86.35
2024-01-05,Pithoragarh,99911.0,17.6,,2.1,,59.0,29.5667,80.2167
2024-01-05,Almora,99912.0,,,,,,29.5833,79.65
2024-01-05,Kurukshetra,99915.0,9.8,,6.3,,100.0,29.9667,76.8667
2024-01-05,Sirsa,99916.0,14.0,,7.2,,,29.5333,75.0167
2024-01-05,Anandpur Sahib,99917.0,,,,,,31.25,76.5
2024-01-05,Haridwar,99918.0,,,,,,29.9333,78.15
2024-01-05,Hanumangarh,99919.0,,,5.6,,,29.6167,74.2833
2024-01-05,Pali,99920.0,,,5.8,-2.0,,25.7667,73.35
2024-01-05,New Delhi-Delhi University,99921.0,,,,,,28.6833,77.2167
2024-01-05,New Delhi-Narela,99922.0,11.9,-7.0,11.4,5.0,,28.85,77.0833
2024-01-05,New Delhi-Lodi Road,99923.0,12.6,-5.0,9.4,3.0,86.0,28.5833,77.2167
2024-01-05,Warangal,99925.0,,,17.0,1.0,,17.9667,79.5833
2024-01-05,Gautam Budhnagar,99926.0,13.0,,10.7,,99.0,28.5833,77.35
2024-01-05,Ghaziabad,99927.0,12.0,,10.3,,99.0,28.6667,77.4333
2024-01-05,Chandigarh- Airport,99928.0,,,8.4,1.0,,30.6833,76.7833
2024-01-05,Chandigarh Airport,99928.0,,,8.4,1.0,,30.6833,76.7833
2024-01-05,Chandigarh-Panchkula,99929.0,,,6.9,,,30.7,76.85
2024-01-05,Chandigarh-Mohali,99930.0,14.5,,7.8,,100.0,30.7,76.7167
2024-01-05,Hyderabad-Rajinder Nagar,99931.0,28.0,0.0,16.0,3.0,57.0,17.3333,78.3333
2024-01-05,Hyderabad-Hayathnagar,99932.0,27.6,0.0,18.0,4.0,71.0,17.3167,78.6
2024-01-05,Hyderabad-Hakimpet,99933.0,26.5,0.0,16.5,0.0,57.0,17.6167,78.4667
2024-01-05,Hyderabad-Icrisat Patancheru,99934.0,27.8,0.0,17.4,4.0,39.0,17.5,78.2667
2024-01-05,Ahmedabad-Airport,99935.0,26.7,,15.9,,59.0,23.0667,72.6333
2024-01-05,Ahmedabad-Navrangpura (S.P.Stadium),99936.0,,,13.8,,,23.05,72.5667
2024-01-05,Ahmedabad-Rakhiyal,99937.0,,,16.5,,,23.0167,72.6333
2024-01-05,Ahmedabad-Chandkheda,99938.0,,,15.0,,,23.1,72.5667
2024-01-05,Ahmedabad-Satellite Area (ISRO-SAC),99939.0,,,14.3,,,23.0167,72.5167
2024-01-05,Navi Mumbai (Panvel),99940.0,,,,,,18.9833,73.1167
2024-01-05,Mumbai-Borivali,99941.0,,,,,,19.2167,72.85
2024-01-05,Mumbai-Powai,99942.0,,,,,,19.1167,72.9
2024-01-05,Mumbai-Chembur,99943.0,,,,,,19.05,72.8833
2024-01-05,Mumbai-Mulund,99944.0,,,,,,19.1667,72.9333
2024-01-05,Mumbai-Worli,99945.0,,,,,,19.0167,72.8167
2024-01-05,Thiruvallikeni,99946.0,,,,,,13.05,80.2667
2024-01-05,Chennai-Madhavaram,99947.0,,,,,,13.15,80.2167
2024-01-05,Chennai-Ennore,99948.0,29.4,,23.8,,,13.2667,80.3333
2024-01-05,Bhubneshwar-OUAT,99949.0,,,,,,20.25,85.8
2024-01-05,Ranchi-Kanke,99950.0,,,14.7,,,23.4333,85.3167
2024-01-05,Dehradun-Karanpur,99951.0,,,,,,30.3167,78.05
2024-01-05,Dehradun-Jhajhara,99952.0,,,,,,30.3167,78.0167
2024-01-05,Dehradun-Sahastradhara,99953.0,,,,,,30.3667,78.1167
2024-01-05,Dehradun-Asharori,99954.0,,,,,,30.2333,77.9667
2024-01-05,Dehradun-UCOST,99955.0,,,,,,30.3333,77.9167
2024-01-05,Ahmedabad-Ambli-Bopal,99956.0,,,14.6,,,23.0333,72.45
2024-01-05,Ahmedabad-Raikhad,99957.0,,,16.3,,,23.0167,72.5667
2024-01-05,Ahmedabad-Pirana,99958.0,,,16.8,,,22.9667,72.55
2024-01-05,"Ahmedabad-IIPH,Gandhi Nagar",99959.0,,,12.3,,,23.2333,72.6833
2024-01-05,"Ahmedabad-Gift City, Gandhi Nagar",99960.0,,,12.4,,,23.15,72.6667
